checklist_id,observation_date
S21396829,2015-01-18
S21629341,2015-02-01
S22037653,2015-02-22
S21857799,2015-02-15
S22292554,2015-03-10
S21516343,2015-01-24
S21723693,2015-02-07
S22261942,2015-03-09
S26148094,2015-12-06
S22073889,2015-02-25
S21826239,2015-02-14
S21812230,2015-02-13
S22006386,2015-02-21
S23244125,2015-05-05
S23393323,2015-05-11
S23356415,2015-05-10
S24844728,2015-08-01
S24905196,2015-09-05
S23932036,2015-06-16
S21328686,2015-01-13
S24695864,2015-08-20
S22997637,2015-04-22
S21432197,2015-01-20
S25504749,2015-10-22
S26120328,2015-12-04
S24190632,2015-07-08
S24338256,2015-07-17
S22527195,2015-03-26
S21530799,2015-01-25
S22996617,2015-04-22
S23010428,2015-04-23
S23318358,2015-05-09
S21932381,2015-02-17
S21255769,2015-01-08
S22184183,2015-03-05
S21827719,2015-02-14
S21611308,2015-01-31
S21900006,2015-02-16
S21332606,2015-01-13
S21962588,2015-02-18
S21158302,2015-01-03
S21912906,2015-02-16
S21203195,2015-01-05
S21903806,2015-02-16
S21856212,2015-02-15
S23359077,2015-05-10
S23353336,2015-05-10
S21356792,2015-01-15
S23353354,2015-04-28
S21861256,2015-02-15
S21253948,2015-01-08
S21932956,2015-02-17
S21352631,2015-01-15
S22192497,2015-03-06
S21340069,2015-01-14
S21234277,2015-01-07
S21254511,2015-01-08
S21135223,2015-01-02
S21146152,2015-01-02
S21115996,2015-01-01
S21116031,2015-01-01
S21114709,2015-01-01
S21191666,2015-01-04
S21631169,2015-02-01
S25997105,2015-11-25
S21548630,2015-01-25
S21171273,2015-01-03
S25969277,2015-11-23
S22616989,2015-03-31
S21256451,2015-01-08
S21320016,2015-01-12
S21320158,2015-01-12
S21275393,2015-01-10
S22340973,2015-03-14
S21365389,2015-01-16
S25468379,2015-10-17
S22377414,2015-03-15
S22450561,2015-03-21
S22520333,2015-03-25
S21779780,2015-02-12
S21795090,2015-02-13
S21848711,2015-02-15
S22077138,2015-02-26
S21955007,2015-02-18
S21932834,2015-02-17
S21768595,2015-02-11
S21762733,2015-02-10
S22168752,2015-03-04
S21971031,2015-02-19
S22624238,2015-04-01
S21728785,2015-02-07
S22933236,2015-04-17
S22149813,2015-03-02
S22053874,2015-02-24
S22291289,2015-03-08
S22080254,2015-02-26
S22668412,2015-04-03
S22112288,2015-02-28
S22289648,2015-03-10
S22416117,2015-03-18
S22388376,2015-03-16
S22668511,2015-04-02
S22573829,2015-03-28
S22291080,2015-03-09
S22963083,2015-04-20
S23801537,2015-06-06
S22516161,2015-03-23
S22515645,2015-03-24
S22092238,2015-02-27
S22933087,2015-04-12
S22097878,2015-02-27
S22165143,2015-02-28
S22360233,2015-03-15
S22471178,2015-03-22
S22928348,2015-04-18
S22791246,2015-04-10
S22519440,2015-03-25
S23310892,2015-05-08
S22928394,2015-04-18
S22848633,2015-04-13
S23132153,2015-04-29
S22534325,2015-03-21
S22633071,2015-04-01
S22611353,2015-03-31
S22848914,2015-04-13
S22890675,2015-04-16
S22904047,2015-04-17
S22906719,2015-04-17
S22928947,2015-04-18
S22938577,2015-04-19
S26442645,2015-12-25
S23070498,2015-04-26
S26249077,2015-12-12
S26455217,2015-12-26
S23093145,2015-04-25
S23137990,2015-04-29
S23242240,2015-05-05
S23684331,2015-05-28
S23892291,2015-06-11
S23736111,2015-06-01
S23892361,2015-06-11
S23736215,2015-06-01
S23892602,2015-06-11
S23736389,2015-06-01
S23893819,2015-06-11
S23736459,2015-06-01
S23880402,2015-06-11
S23880640,2015-06-11
S23880688,2015-06-11
S23880722,2015-06-11
S23880777,2015-06-11
S23889089,2015-06-11
S23889117,2015-06-11
S23889143,2015-06-11
S23889202,2015-06-11
S23889296,2015-06-11
S23892408,2015-06-11
S23892465,2015-06-11
S23892505,2015-06-11
S23892567,2015-06-11
S23892700,2015-06-11
S23892763,2015-06-11
S23892807,2015-06-11
S23893713,2015-06-11
S23893754,2015-06-11
S23893778,2015-06-11
S23893798,2015-06-11
S23897537,2015-06-11
S23897580,2015-06-11
S23897631,2015-06-11
S23897705,2015-06-11
S23918518,2015-06-14
S23878228,2015-06-12
S23901253,2015-06-14
S23905741,2015-06-14
S23911452,2015-06-14
S23970753,2015-06-17
S23971053,2015-06-17
S24303387,2015-07-07
S24303346,2015-07-09
S23036735,2015-04-24
S23130225,2015-04-29
S22387924,2015-03-16
S22601050,2015-03-30
S21804017,2015-01-24
S25156349,2015-09-23
S22490876,2015-03-23
S23291334,2015-05-07
S23318673,2015-05-09
S21804130,2015-01-28
S25142759,2015-09-21
S22455631,2015-03-21
S24842456,2015-08-26
S24858162,2015-09-01
S24858472,2015-08-26
S25028160,2015-09-14
S25028497,2015-09-14
S25028672,2015-09-14
S25259612,2015-10-01
S25412254,2015-10-14
S25494422,2015-10-21
S25621226,2015-10-29
S25320169,2015-10-06
S25762516,2015-11-09
S25685688,2015-11-03
S25424476,2015-10-15
S25365036,2015-10-10
S25486558,2015-10-20
S25496555,2015-10-21
S25343344,2015-10-08
S25671424,2015-11-02
S25740587,2015-11-07
S25539378,2015-10-25
S25332544,2015-10-07
S25577151,2015-10-28
S25392706,2015-10-12
S25871516,2015-11-17
S25508883,2015-10-22
S25505223,2015-10-22
S25473155,2015-10-19
S25568021,2015-10-27
S25329344,2015-09-30
S24616660,2015-08-14
S24282319,2015-07-15
S23792032,2015-06-04
S24521762,2015-08-06
S25407922,2015-10-13
S24903969,2015-09-04
S24362429,2015-07-23
S25257671,2015-10-01
S25357633,2015-10-09
S23770985,2015-06-03
S25560564,2015-10-26
S24188696,2015-07-08
S24188591,2015-07-07
S22308265,2015-03-11
S24373304,2015-07-24
S23975414,2015-06-19
S25350225,2015-10-08
S23732041,2015-06-01
S24050308,2015-06-25
S22154536,2015-03-02
S25184214,2015-09-25
S23914252,2015-06-15
S25335629,2015-10-07
S25629410,2015-10-30
S24353081,2015-07-22
S25924898,2015-11-20
S25137101,2015-09-22
S22414558,2015-03-17
S26102623,2015-12-02
S23968988,2015-06-18
S22509836,2015-03-24
S24199495,2015-07-09
S25275166,2015-10-02
S25234355,2015-09-29
S22725288,2015-04-06
S25570531,2015-10-27
S24497527,2015-07-29
S24120722,2015-07-02
S24176196,2015-07-06
S25695630,2015-11-03
S21270639,2015-01-09
S21598497,2015-01-29
S24004833,2015-06-22
S24044821,2015-06-24
S24165580,2015-07-06
S23758348,2015-06-02
S25853221,2015-11-13
S23940210,2015-06-17
S22538043,2015-03-26
S24257260,2015-07-13
S24210251,2015-07-09
S25075670,2015-09-17
S25888434,2015-11-17
S21643284,2015-01-30
S25123770,2015-09-21
S24266589,2015-07-14
S26354168,2015-12-18
S25054910,2015-09-15
S24664837,2015-08-17
S24210249,2015-07-10
S23770982,2015-06-04
S22048000,2015-02-23
S24978080,2015-09-10
S21563282,2015-01-26
S23155487,2015-04-30
S25503758,2015-10-21
S22266882,2015-03-09
S25161644,2015-09-24
S24089412,2015-06-29
S25323589,2015-10-06
S23969500,2015-06-19
S24294119,2015-07-16
S25062228,2015-09-16
S22662584,2015-04-03
S22749761,2015-04-07
S24222058,2015-07-10
S23658244,2015-05-27
S23318741,2015-05-08
S25234275,2015-09-28
S21243687,2015-01-07
S23957086,2015-06-18
S24131153,2015-07-02
S23758469,2015-06-03
S22445551,2015-03-20
S23746024,2015-06-02
S22612927,2015-03-31
S25493398,2015-10-19
S24117721,2015-07-01
S23689576,2015-05-29
S24672390,2015-08-18
S22386704,2015-03-16
S24608438,2015-08-13
S24574974,2015-08-10
S24035410,2015-06-24
S24333615,2015-07-20
S25142970,2015-09-23
S25433498,2015-10-15
S24100193,2015-06-29
S22294745,2015-03-10
S24585986,2015-08-11
S24142592,2015-07-03
S25493404,2015-10-20
S24067213,2015-06-26
S22551722,2015-03-27
S22633542,2015-04-01
S24176186,2015-07-07
S24857625,2015-09-01
S25871238,2015-11-16
S25444143,2015-10-16
S22988301,2015-04-21
S21501665,2015-01-22
S25610299,2015-10-28
S22414230,2015-03-18
S25312529,2015-10-05
S24512320,2015-08-05
S22340864,2015-03-13
S23673050,2015-05-28
S24017452,2015-06-23
S21828518,2015-02-13
S26234000,2015-12-10
S21767586,2015-02-10
S22887465,2015-04-15
S21548058,2015-01-23
S22064123,2015-02-24
S26401645,2015-12-21
S24870220,2015-09-02
S26116864,2015-12-03
S23299170,2015-05-07
S22972132,2015-04-20
S24407148,2015-07-27
S22176604,2015-03-04
S22801718,2015-04-10
S21364097,2015-01-15
S22914210,2015-04-17
S22887463,2015-04-14
S22760142,2015-04-08
S24343548,2015-07-21
S25916167,2015-11-19
S23038550,2015-04-24
S21962223,2015-02-18
S23166992,2015-05-01
S25781892,2015-11-10
S21586881,2015-01-28
S22523507,2015-03-25
S21575936,2015-01-27
S22775961,2015-04-09
S25245868,2015-09-30
S26211532,2015-12-08
S24100191,2015-06-30
S21754373,2015-02-09
S26310433,2015-12-14
S23114901,2015-04-28
S21256895,2015-01-08
S24017453,2015-06-22
S22323098,2015-03-12
S23231204,2015-05-04
S22071696,2015-02-25
S25621851,2015-10-29
S24596179,2015-08-12
S25977417,2015-11-23
S24111078,2015-06-30
S23434286,2015-05-14
S22167873,2015-03-03
S23940213,2015-06-16
S22848143,2015-04-13
S23957098,2015-06-17
S25905554,2015-11-18
S24532664,2015-08-07
S26092606,2015-12-01
S22496477,2015-03-23
S24131151,2015-07-03
S23968983,2015-06-19
S24685821,2015-08-19
S26423756,2015-12-23
S22648477,2015-04-02
S26343553,2015-12-17
S21991067,2015-02-20
S25994294,2015-11-25
S25677959,2015-11-02
S26330089,2015-12-16
S21791923,2015-02-12
S25650986,2015-10-31
S26133642,2015-12-05
S26025478,2015-11-28
S25486035,2015-10-20
S25488352,2015-10-20
S25567158,2015-10-27
S24540192,2015-08-08
S25757112,2015-11-08
S25695650,2015-11-03
S26232828,2015-12-01
S25221158,2015-09-28
S26234208,2015-09-18
S25515456,2015-10-23
S25992467,2015-11-25
S26028978,2015-11-28
S26029081,2015-11-28
S26342269,2015-12-17
S26342290,2015-12-17
S26560687,2015-12-31
S21777855,2015-02-11
S25391502,2015-10-12
S25532771,2015-10-24
S22468543,2015-03-22
S26342189,2015-12-17
S23028545,2015-04-24
S23233737,2015-05-04
S23918590,2015-06-14
S22071098,2015-02-25
S26444183,2015-12-25
S23905873,2015-06-14
S23029289,2015-04-23
S23894176,2015-06-13
S23911472,2015-06-14
S25282774,2015-10-03
S39521688,2015-09-05
S39521945,2015-08-17
S24717547,2015-08-22
S22924970,2015-04-18
S24993001,2015-09-12
S24625405,2015-08-15
S21377444,2015-01-17
S24374502,2015-07-25
S24087020,2015-06-28
S24067198,2015-06-27
S24302976,2015-07-18
S26133611,2015-12-05
S22341022,2015-03-14
S26025471,2015-11-28
S85929869,2015-05-02
S25853233,2015-11-14
S24117710,2015-07-01
S23902415,2015-06-14
S21296145,2015-01-11
S21630745,2015-02-01
S26147937,2015-12-06
S21728259,2015-02-08
S21531376,2015-01-25
S21206084,2015-01-05
S22531112,2015-03-26
S39889879,2015-02-07
S40067636,2015-04-12
S40066890,2015-03-23
S40066578,2015-03-16
S38089731,2015-12-16
S40067065,2015-03-25
S40067375,2015-04-08
S40067832,2015-04-17
S40067476,2015-04-10
S40067737,2015-04-15
S39189612,2015-12-12
S39083403,2015-12-27
S39083452,2015-12-26
S39189391,2015-12-19
S39189365,2015-12-21
S39189581,2015-12-13
S24417055,2015-07-28
S24199505,2015-07-08
S25716997,2015-11-05
S24337849,2015-07-21
S24870202,2015-09-03
S21516831,2015-01-24
S26124502,2015-12-04
S24039532,2015-06-24
S21531348,2015-01-25
S21980681,2015-02-19
S24978148,2015-09-11
S21334713,2015-01-13
S26533233,2015-12-30
S25433523,2015-10-16
S25710232,2015-11-05
S24893876,2015-09-04
S25534444,2015-10-24
S21692862,2015-02-05
S26428326,2015-12-23
S21250891,2015-01-08
S22458805,2015-03-21
S23746174,2015-06-02
S25755485,2015-11-08
S25202398,2015-09-27
S25988913,2015-11-24
S25774588,2015-11-10
S23574516,2015-05-22
S21831714,2015-02-14
S21652345,2015-02-02
S24857685,2015-09-02
S24883151,2015-09-04
S21837219,2015-02-14
S21618847,2015-01-31
S25808572,2015-11-12
S26031299,2015-11-28
S24593573,2015-08-12
S22004812,2015-02-21
S23467729,2015-05-16
S26121444,2015-12-04
S23689600,2015-05-29
S26147914,2015-12-06
S24762567,2015-08-26
S25486355,2015-10-20
S21146070,2015-01-02
S21543785,2015-01-25
S21342643,2015-01-14
S21719740,2015-02-07
S25651007,2015-10-31
S22778374,2015-04-09
S21296521,2015-01-11
S21633521,2015-02-01
S21613764,2015-01-31
S24296111,2015-07-16
S26212719,2015-12-09
S24778636,2015-08-27
S22889484,2015-04-16
S21957904,2015-02-18
S22034933,2015-02-22
S21942965,2015-02-17
S23010419,2015-04-23
S25352315,2015-10-09
S24957106,2015-09-09
S24477757,2015-08-03
S26440002,2015-12-24
S22377237,2015-03-16
S25393423,2015-10-12
S21204721,2015-01-05
S23957122,2015-06-18
S24786075,2015-08-28
S21583530,2015-01-28
S25949979,2015-11-22
S25933860,2015-11-21
S26325740,2015-12-16
S25246492,2015-09-30
S26565345,2015-12-31
S23860241,2015-06-10
S22210237,2015-03-07
S24590594,2015-08-12
S21314160,2015-01-12
S25151978,2015-09-24
S25786846,2015-11-11
S22038580,2015-02-23
S22389163,2015-03-16
S26508000,2015-12-29
S25931150,2015-11-21
S24179033,2015-07-07
S21916491,2015-02-16
S22781229,2015-04-10
S24702779,2015-08-20
S21113313,2015-01-01
S22427060,2015-03-19
S21407877,2015-01-18
S24723619,2015-08-22
S26409598,2015-12-22
S26126892,2015-12-04
S25357819,2015-10-09
S24897582,2015-09-05
S21508895,2015-01-23
S21385734,2015-01-17
S25995988,2015-11-25
S23281859,2015-05-07
S24817848,2015-08-28
S24945472,2015-09-08
S25960898,2015-11-23
S21974873,2015-02-19
S24654058,2015-08-16
S21878018,2015-02-15
S23852985,2015-06-10
S26217530,2015-12-09
S25814192,2015-11-13
S25213010,2015-09-28
S25042981,2015-09-15
S26379646,2015-12-20
S23450418,2015-05-15
S25955682,2015-11-22
S24798254,2015-08-29
S25709301,2015-11-05
S25872081,2015-11-17
S26268375,2015-12-13
S23876056,2015-06-12
S21123062,2015-01-01
S23928062,2015-06-16
S21670310,2015-02-04
S25424076,2015-10-15
S22358063,2015-03-15
S22048407,2015-02-23
S26328453,2015-12-16
S21606789,2015-01-30
S23732267,2015-06-01
S23914232,2015-06-15
S22905050,2015-04-17
S24213854,2015-07-10
S21996663,2015-02-20
S21431711,2015-01-19
S21980664,2015-02-19
S25571637,2015-10-27
S24467709,2015-08-02
S25663547,2015-11-01
S26051821,2015-11-29
S24058558,2015-06-26
S22836074,2015-04-13
S22115919,2015-02-28
S23825593,2015-06-08
S24913799,2015-09-06
S21630802,2015-02-01
S22262960,2015-03-09
S22907538,2015-04-17
S26459995,2015-12-26
S24960406,2015-09-09
S21237049,2015-01-07
S24179009,2015-07-06
S22010000,2015-02-21
S21268361,2015-01-09
S22079000,2015-02-26
S21898326,2015-02-16
S26134027,2015-12-05
S23430338,2015-05-13
S25504737,2015-10-22
S23299381,2015-05-08
S23642934,2015-05-26
S24879786,2015-09-03
S25906457,2015-11-19
S24206551,2015-07-09
S23842979,2015-06-09
S24364898,2015-07-24
S24193007,2015-07-08
S22343924,2015-03-14
S22132610,2015-03-01
S24950129,2015-09-08
S25145627,2015-09-23
S25788396,2015-11-11
S23421043,2015-05-13
S24090128,2015-06-29
S23897938,2015-06-13
S23501231,2015-05-17
S24842873,2015-08-31
S24359235,2015-07-23
S23807270,2015-06-06
S22446806,2015-03-21
S22186846,2015-03-05
S22761250,2015-04-08
S24505152,2015-08-05
S24004934,2015-06-22
S23940255,2015-06-17
S24832798,2015-08-31
S22197733,2015-03-06
S25682828,2015-11-03
S26174440,2015-12-07
S21523389,2015-01-24
S24505143,2015-08-04
S23822054,2015-06-07
S22317325,2015-03-12
S26557903,2015-12-31
S25720621,2015-11-06
S23141830,2015-04-30
S26151137,2015-12-06
S25498165,2015-10-21
S23087804,2015-04-27
S23107530,2015-04-28
S21787918,2015-02-12
S23216527,2015-05-03
S25893406,2015-11-18
S21807998,2015-02-13
S24031964,2015-06-23
S26179670,2015-12-08
S25748514,2015-11-08
S24810944,2015-08-29
S23126283,2015-04-29
S25978316,2015-11-24
S22205929,2015-03-06
S25422951,2015-10-15
S22527166,2015-03-26
S25949993,2015-11-22
S25344265,2015-10-08
S23115235,2015-04-28
S23730409,2015-05-31
S25546576,2015-10-25
S21855727,2015-02-15
S22795657,2015-04-11
S21316106,2015-01-12
S25719846,2015-11-06
S25697620,2015-11-04
S23440940,2015-05-14
S22115876,2015-02-27
S21213075,2015-01-05
S21799163,2015-02-13
S26034648,2015-11-28
S21284614,2015-01-10
S26098105,2015-12-02
S22492429,2015-03-23
S22155380,2015-03-03
S25256921,2015-10-01
S22089361,2015-02-26
S22463576,2015-03-22
S25312113,2015-10-05
S21257160,2015-01-08
S26369889,2015-12-19
S22149520,2015-03-02
S22065457,2015-02-25
S21965971,2015-02-18
S21594259,2015-01-29
S23378464,2015-05-11
S21728288,2015-02-08
S21947659,2015-02-17
S25503840,2015-10-21
S23124466,2015-04-29
S21826906,2015-02-14
S26470485,2015-12-27
S24296130,2015-07-17
S25622381,2015-10-29
S23080749,2015-04-26
S22252040,2015-03-08
S24594197,2015-08-12
S21322770,2015-01-12
S23351031,2015-05-10
S24706570,2015-08-21
S24964719,2015-09-09
S23128816,2015-04-29
S23338892,2015-05-09
S23260652,2015-05-06
S25967058,2015-11-23
S22809167,2015-04-11
S23713321,2015-05-30
S24993260,2015-09-12
S26455534,2015-12-25
S26392274,2015-12-21
S25939209,2015-11-21
S25734326,2015-11-07
S26495114,2015-12-28
S23178221,2015-05-02
S26455545,2015-12-26
S24744082,2015-08-24
S25324277,2015-10-06
S24810902,2015-08-29
S22873558,2015-04-15
S25640941,2015-10-31
S26139895,2015-12-05
S24477747,2015-08-02
S25796456,2015-11-11
S23167363,2015-05-01
S25610640,2015-10-28
S24609678,2015-08-14
S23340503,2015-05-09
S24609652,2015-08-13
S25339892,2015-10-08
S25562259,2015-10-26
S24834131,2015-08-31
S25524907,2015-10-24
S24327883,2015-07-20
S24882354,2015-09-04
S23744207,2015-06-01
S26121522,2015-12-04
S24932475,2015-09-07
S24860840,2015-09-02
S23673093,2015-05-28
S23357371,2015-05-10
S25740372,2015-11-07
S23638992,2015-05-25
S25028202,2015-09-14
S24736904,2015-08-23
S26259585,2015-12-12
S22973287,2015-04-20
S25854770,2015-11-16
S25148870,2015-09-23
S26158333,2015-12-06
S25622394,2015-10-29
S21241810,2015-01-07
S21306063,2015-01-11
S21347442,2015-01-14
S21194278,2015-01-04
S21340402,2015-01-14
S21136510,2015-01-02
S21378417,2015-01-17
S54636540,2015-06-14
S39182318,2015-12-20
S39189329,2015-12-20
S39189636,2015-12-06
S39189678,2015-12-05
S39520406,2015-10-31
S39520850,2015-10-26
S39519240,2015-11-15
S39520947,2015-10-25
S39519317,2015-11-14
S39521481,2015-09-18
S39520333,2015-11-01
S39519999,2015-11-07
S39520777,2015-10-27
S39519110,2015-11-21
S39519044,2015-11-22
S39521079,2015-10-22
S39521014,2015-10-24
S39519160,2015-11-18
S39519706,2015-11-08
S39520672,2015-10-29
S39519512,2015-11-10
S39521206,2015-10-18
S21803416,2015-02-05
S25194131,2015-09-26
S21803766,2015-02-12
S75122771,2015-02-11
S75122479,2015-02-04
S26528730,2015-12-30
S25995110,2015-11-25
S25816640,2015-11-12
S21296187,2015-01-11
S26188734,2015-12-08
S26557945,2015-12-31
S22261903,2015-03-09
S22078429,2015-02-26
S25559416,2015-10-26
S23709355,2015-05-25
S39518703,2015-11-29
S39518788,2015-11-28
S39518840,2015-11-27
S39518886,2015-11-26
S21432781,2015-01-20
S25615677,2015-10-29
S26350641,2015-12-18
S24007738,2015-06-22
S24336091,2015-07-21
S25118698,2015-09-21
S22499348,2015-03-24
S22310724,2015-03-12
S25685088,2015-11-03
S24969520,2015-09-10
S23285928,2015-05-07
S25966757,2015-11-23
S25184279,2015-09-26
S39889981,2015-02-11
S22658163,2015-04-03
S21263660,2015-01-09
S22328138,2015-03-13
S23437783,2015-05-14
S24754577,2015-08-25
S23124747,2015-04-29
S26122217,2015-12-04
S25857470,2015-11-16
S24765199,2015-08-26
S24234142,2015-07-11
S25813229,2015-11-13
S23159392,2015-05-01
S24190626,2015-07-08
S25506084,2015-10-22
S25919051,2015-11-20
S22981413,2015-04-21
S25907941,2015-11-19
S24565255,2015-08-10
S24514257,2015-08-06
S21221585,2015-01-06
S24685751,2015-08-19
S26302347,2015-12-14
S26214029,2015-12-09
S22380010,2015-03-16
S26393662,2015-12-21
S21275353,2015-01-10
S21492296,2015-01-22
S25626930,2015-10-30
S23960059,2015-06-18
S21757810,2015-02-10
S26167226,2015-12-07
S22964209,2015-04-20
S25495871,2015-10-21
S23692174,2015-05-29
S22767641,2015-04-09
S24258648,2015-07-14
S22717863,2015-04-06
S22753355,2015-04-08
S23105876,2015-04-28
S23012841,2015-04-23
S23264889,2015-05-06
S21551434,2015-01-26
S24959541,2015-09-09
S24354988,2015-07-23
S25556200,2015-10-26
S21743819,2015-02-09
S23917433,2015-06-15
S24223073,2015-07-11
S25485482,2015-10-20
S23421108,2015-05-13
S25672961,2015-11-02
S22269911,2015-03-10
S24776548,2015-08-27
S23242298,2015-05-05
S23675982,2015-05-28
S25318782,2015-10-06
S25802232,2015-11-12
S25089397,2015-09-18
S24947868,2015-09-08
S25154444,2015-09-24
S24672375,2015-08-18
S23646734,2015-05-26
S22254837,2015-03-09
S25873705,2015-11-17
S24037238,2015-06-24
S25435730,2015-10-16
S23012833,2015-04-23
S24345513,2015-07-22
S25216168,2015-09-28
S24588113,2015-08-12
S24122744,2015-07-02
S24324960,2015-07-20
S25402902,2015-10-13
S24248586,2015-07-13
S25895969,2015-11-18
S26408458,2015-12-22
S25240680,2015-09-30
S25263541,2015-10-02
S22296815,2015-03-11
S24504457,2015-08-05
S23661468,2015-05-27
S23107732,2015-04-28
S24872687,2015-09-03
S24577306,2015-08-11
S25711664,2015-11-05
S21589637,2015-01-29
S25045316,2015-09-15
S23748943,2015-06-02
S24848709,2015-09-01
S23970877,2015-06-19
S24418920,2015-07-29
S25787845,2015-11-11
S26229073,2015-12-10
S24655687,2015-08-17
S24598837,2015-08-13
S25474625,2015-10-19
S39857473,2015-02-06
S24113280,2015-07-01
S22421179,2015-03-19
S21480056,2015-01-21
S24695850,2015-08-20
S25425601,2015-10-15
S24284393,2015-07-16
S25980085,2015-11-24
S23943547,2015-06-17
S25776513,2015-11-10
S25342381,2015-10-08
S24980415,2015-09-11
S22641653,2015-04-02
S24091813,2015-06-29
S23090379,2015-04-27
S25414236,2015-10-14
S23381701,2015-05-11
S22625844,2015-04-01
S23221829,2015-05-04
S25069052,2015-09-17
S25131328,2015-09-22
S24364473,2015-07-24
S22526687,2015-03-26
S21354270,2015-01-15
S22609967,2015-03-31
S25252567,2015-10-01
S23929748,2015-06-16
S25352643,2015-10-09
S22434090,2015-03-20
S24201257,2015-07-09
S22997604,2015-04-22
S39857403,2015-02-04
S25057097,2015-09-16
S24102755,2015-06-30
S24023075,2015-06-23
S25306644,2015-10-05
S22840776,2015-04-13
S24178534,2015-07-07
S22512386,2015-03-25
S23137968,2015-04-29
S23402653,2015-05-12
S21205975,2015-01-05
S22393820,2015-03-17
S24788806,2015-08-28
S23303637,2015-05-08
S24611865,2015-08-14
S24409059,2015-07-28
S21494580,2015-01-22
S22519580,2015-03-25
S21846888,2015-02-14
S26434037,2015-12-24
S25710920,2015-11-05
S22649206,2015-04-02
S24529886,2015-08-06
S22845046,2015-04-13
S25567133,2015-10-27
S23142285,2015-04-30
S24294179,2015-07-09
S22361447,2015-03-15
S21353070,2015-01-15
S25869068,2015-11-14
S23402398,2015-05-12
S22470347,2015-03-22
S22616089,2015-03-31
S22987343,2015-04-21
S22419841,2015-03-19
S75133551,2015-03-18
S23124336,2015-04-29
S26121501,2015-12-04
S25844738,2015-11-15
S24847679,2015-09-01
S27956825,2015-11-12
S22987926,2015-04-21
S21803605,2015-02-08
S24630367,2015-08-15
S40066634,2015-03-18
S23970795,2015-06-18
S25149509,2015-09-23
S25098485,2015-09-19
S25842183,2015-11-15
S25517344,2015-10-23
S25103728,2015-09-20
S21728462,2015-02-08
S26263188,2015-12-13
S25246044,2015-09-30
S25822117,2015-11-14
S25822018,2015-11-13
S23499343,2015-05-16
S25741071,2015-11-07
S25795903,2015-11-11
S25022950,2015-09-13
S23059908,2015-04-25
S21708314,2015-02-07
S23070355,2015-04-26
S26436085,2015-12-24
S25646478,2015-10-31
S25653246,2015-11-01
S26161067,2015-12-06
S25634457,2015-10-30
S25829655,2015-11-14
S25741013,2015-11-07
S23059788,2015-04-25
S26348527,2015-12-18
S25906257,2015-11-19
S25850519,2015-11-15
S23670465,2015-05-27
S21544200,2015-01-25
S26043869,2015-11-29
S25917048,2015-11-20
S26248902,2015-12-12
S25009236,2015-09-12
S25795789,2015-11-11
S25740939,2015-11-06
S25782549,2015-11-08
S26161030,2015-12-05
S22906619,2015-04-17
S21352972,2015-01-15
S25152316,2015-09-23
S23907671,2015-06-14
S69602053,2015-04-12
S23594291,2015-05-22
S26102895,2015-12-02
S23594346,2015-05-23
S25655080,2015-10-31
S22336136,2015-03-13
S21516234,2015-01-24
S24539962,2015-08-08
S22906667,2015-04-17
S66259309,2016-12-17
S26609833,2016-01-02
S32375494,2016-11-05
S27292120,2016-02-04
S30706387,2016-07-16
S30613991,2016-07-09
S30815995,2016-07-23
S31834926,2016-10-01
S27703701,2016-02-20
S26791557,2016-01-09
S30068009,2016-06-04
S30040368,2016-06-02
S29498681,2016-05-08
S28515298,2016-03-22
S29959941,2016-05-28
S30512169,2016-07-03
S26956898,2016-01-17
S28724115,2016-04-03
S31416419,2016-09-04
S31753080,2016-09-25
S26578143,2016-01-01
S30523825,2016-07-04
S27203244,2016-01-30
S30631356,2016-07-10
S29143501,2016-04-23
S30706516,2016-07-16
S30731149,2016-07-17
S30088286,2016-06-05
S30614121,2016-07-09
S33251337,2016-12-28
S32858391,2016-12-04
S32752600,2016-11-27
S32525926,2016-11-13
S32159122,2016-10-22
S32298419,2016-10-30
S32171212,2016-10-23
S31857740,2016-10-02
S32069791,2016-10-16
S31529429,2016-09-11
S26821268,2016-01-10
S31166820,2016-08-20
S31185416,2016-08-21
S31008943,2016-08-07
S31295627,2016-08-28
S29677732,2016-05-15
S29330794,2016-05-01
S29012837,2016-04-17
S28860842,2016-04-10
S28451959,2016-03-20
S28537681,2016-03-25
S27871612,2016-02-28
S28145987,2016-03-13
S27524080,2016-02-14
S27230591,2016-01-31
S29844117,2016-05-22
S26976356,2016-01-18
S30164896,2016-06-10
S30183359,2016-06-11
S28860075,2016-04-10
S26577790,2016-01-01
S33251021,2016-12-28
S30189348,2016-06-12
S28145677,2016-03-13
S29843699,2016-05-22
S31003595,2016-08-07
S30826206,2016-07-24
S29012272,2016-04-17
S28451571,2016-03-20
S32269182,2016-10-28
S30396896,2016-06-26
S28723796,2016-04-03
S32945958,2016-12-10
S31087893,2016-08-14
S32681403,2016-11-23
S32933566,2016-12-09
S30725995,2016-07-17
S32876459,2016-12-05
S30088029,2016-06-05
S31377796,2016-09-02
S29938972,2016-05-27
S27985908,2016-03-05
S30163877,2016-06-10
S28583426,2016-03-27
S29940811,2016-05-27
S27986620,2016-03-05
S28128577,2016-03-12
S31628317,2016-09-17
S31517706,2016-09-10
S32158867,2016-10-22
S32706585,2016-11-24
S31840226,2016-10-01
S28583145,2016-03-27
S28705903,2016-04-02
S33202522,2016-12-25
